Variable	Table	CodeOrValue	ValueDescription	Count	Cumulative	SkipToItem
HIQ032I	HIQ_L	9	Covered by other government insurance	451	451	
HIQ032I	HIQ_L	.	Missing	11482	11933	
HIQ210	HIQ_L	1	Yes	455	455	
HIQ210	HIQ_L	2	No	10529	10984	
HIQ210	HIQ_L	7	Refused	2	10986	
HIQ210	HIQ_L	9	Don't know	19	11005	
HIQ210	HIQ_L	.	Missing	928	11933	
HEQ010	HEQ_L	1	Yes	109	109	
HEQ010	HEQ_L	2	No	10548	10657	
HEQ010	HEQ_L	7	Refused	1	10658	
HEQ010	HEQ_L	9	Don't know	34	10692	
HEQ010	HEQ_L	.	Missing	4	10696	
HUQ010	HUQ_L	1	Excellent,	3078	3078	
HUQ010	HUQ_L	2	Very good,	3632	6710	
HUQ010	HUQ_L	3	Good,	3508	10218	
HUQ010	HUQ_L	4	Fair, or	1388	11606	
HUQ010	HUQ_L	5	Poor?	320	11926	
HUQ010	HUQ_L	7	Refused	4	11930	
HUQ010	HUQ_L	9	Don't know	3	11933	
HUQ010	HUQ_L	.	Missing	0	11933	
HUQ030	HUQ_L	1	Yes	10645	10645	
HUQ030	HUQ_L	2	There is no place	1221	11866	HUQ055
HUQ030	HUQ_L	3	There is more than one place	57	11923	
HUQ030	HUQ_L	7	Refused	4	11927	HUQ055
HUQ030	HUQ_L	9	Don't know	6	11933	HUQ055
HUQ030	HUQ_L	.	Missing	0	11933	
HUQ042	HUQ_L	1	A doctor's office or health center	8721	8721	
HUQ042	HUQ_L	2	Urgent care center or clinic in a drug store or grocery store	1138	9859	
HUQ042	HUQ_L	3	Emergency room	465	10324	
HUQ042	HUQ_L	4	A VA medical center or VA outpatient clinic	252	10576	
HUQ042	HUQ_L	5	Some other place	110	10686	
HUQ042	HUQ_L	6	Doesn't go to one place most often	10	10696	
HUQ042	HUQ_L	77	Refused	0	10696	
HUQ042	HUQ_L	99	Don't know	6	10702	
HUQ042	HUQ_L	.	Missing	1231	11933	
HUQ055	HUQ_L	1	Yes	3567	3567	
HUQ055	HUQ_L	2	No	8342	11909	
HUQ055	HUQ_L	7	Refused	2	11911	
HUQ055	HUQ_L	9	Don't know	22	11933	
HUQ055	HUQ_L	.	Missing	0	11933	
HUQ090	HUQ_L	1	Yes	1644	1644	
HUQ090	HUQ_L	2	No	9498	11142	
HUQ090	HUQ_L	7	Refused	13	11155	
HUQ090	HUQ_L	9	Don't know	14	11169	
HUQ090	HUQ_L	.	Missing	764	11933	
HOD051	HOQ_L	1	1	117	117	
HOD051	HOQ_L	2	2	310	427	
HOD051	HOQ_L	3	3	950	1377	
HOD051	HOQ_L	4	4	1879	3256	
HOD051	HOQ_L	5	5	2255	5511	
HOD051	HOQ_L	6	6	1965	7476	
HOD051	HOQ_L	7	7	1270	8746	
HOD051	HOQ_L	8	8	874	9620	
HOD051	HOQ_L	9	9	456	10076	
HOD051	HOQ_L	10	10	259	10335	
HOD051	HOQ_L	11	11	115	10450	
HOD051	HOQ_L	12	12 or more	110	10560	
HOD051	HOQ_L	77	Refused	42	10602	
HOD051	HOQ_L	99	Don't know	6	10608	
HOD051	HOQ_L	.	Missing	1325	11933	
IMQ011	IMQ_L	1	Yes, at least 2 doses	3465	3465	
IMQ011	IMQ_L	2	Less than 2 doses	547	4012	
IMQ011	IMQ_L	3	No doses	5460	9472	
IMQ011	IMQ_L	7	Refused	21	9493	
IMQ011	IMQ_L	9	Don't know	2072	11565	
IMQ011	IMQ_L	.	Missing	0	11565	
IMQ060	IMQ_L	1	Yes	1095	1095	IMQ090
IMQ060	IMQ_L	2	No	1512	2607	End of Section
IMQ060	IMQ_L	7	Refused	2	2609	End of Section
IMQ060	IMQ_L	9	Don't know	244	2853	End of Section
IMQ060	IMQ_L	.	Missing	8712	11565	
IMQ070	IMQ_L	1	Yes	637	637	
IMQ070	IMQ_L	2	No	1500	2137	End of Section
IMQ070	IMQ_L	7	Refused	5	2142	End of Section
IMQ070	IMQ_L	9	Don't know	351	2493	End of Section
IMQ070	IMQ_L	.	Missing	9072	11565	
IMQ090	IMQ_L	1 to 46	Range of Values	1331	1331	
IMQ090	IMQ_L	777	Refused	2	1333	
IMQ090	IMQ_L	999	Don't know	399	1732	
IMQ090	IMQ_L	.	Missing	9833	11565	
IMQ100	IMQ_L	1	1 Dose	387	387	
IMQ100	IMQ_L	2	2 Doses	720	1107	
IMQ100	IMQ_L	3	3 Doses	418	1525	
IMQ100	IMQ_L	7	Refused	1	1526	
IMQ100	IMQ_L	9	Don't know	206	1732	
IMQ100	IMQ_L	.	Missing	9833	11565	
INDFMMPI	INQ_L	0 to 4.94	Range of Values	7419	7419	
INDFMMPI	INQ_L	5	Value greater than or equal to 5.00	1570	8989	
INDFMMPI	INQ_L	.	Missing	2944	11933	
INDFMMPC	INQ_L	1	Monthly poverty level index &lt;= 1.30	2996	2996	
INDFMMPC	INQ_L	2	1.30 &lt; Monthly poverty level index &lt;= 1.85	1539	4535	
INDFMMPC	INQ_L	3	Monthly poverty level index &gt;1.85	5660	10195	
INDFMMPC	INQ_L	7	Refused	79	10274	
INDFMMPC	INQ_L	9	Don't know	190	10464	
INDFMMPC	INQ_L	.	Missing	1469	11933	
INQ300	INQ_L	1	Yes	4424	4424	End of Section
INQ300	INQ_L	2	No	5650	10074	
INQ300	INQ_L	7	Refused	234	10308	End of Section
INQ300	INQ_L	9	Don't know	160	10468	End of Section
INQ300	INQ_L	.	Missing	1465	11933	
IND310	INQ_L	1	Less than $3000	3950	3950	
IND310	INQ_L	2	$3001- $5000	579	4529	
IND310	INQ_L	3	$5001-$10000	485	5014	
IND310	INQ_L	4	$10001-$15000	338	5352	
IND310	INQ_L	5	$15001-$20000	167	5519	
IND310	INQ_L	77	Refused	61	5580	
IND310	INQ_L	99	Don't know	70	5650	
IND310	INQ_L	.	Missing	6283	11933	
KIQ022	KIQ_U_L	1	Yes	321	321	
KIQ022	KIQ_U_L	2	No	7473	7794	KIQ005
KIQ022	KIQ_U_L	7	Refused	0	7794	KIQ005
KIQ022	KIQ_U_L	9	Don't know	13	7807	KIQ005
KIQ022	KIQ_U_L	.	Missing	2	7809	
KIQ025	KIQ_U_L	1	Yes	23	23	
KIQ025	KIQ_U_L	2	No	298	321	
KIQ025	KIQ_U_L	7	Refused	0	321	
KIQ025	KIQ_U_L	9	Don't know	0	321	
KIQ025	KIQ_U_L	.	Missing	7488	7809	
KIQ005	KIQ_U_L	1	Never	2877	2877	KIQ042
KIQ005	KIQ_U_L	2	Less than once a month	813	3690	
KIQ005	KIQ_U_L	3	A few times a month	551	4241	
KIQ005	KIQ_U_L	4	A few times a week	552	4793	
KIQ005	KIQ_U_L	5	Every day and/or night	410	5203	
KIQ005	KIQ_U_L	7	Refused	3	5206	KIQ042
KIQ005	KIQ_U_L	9	Don't know	2	5208	KIQ042
KIQ005	KIQ_U_L	.	Missing	2601	7809	
KIQ010	KIQ_U_L	1	Drops	1586	1586	
KIQ010	KIQ_U_L	2	Small splashes	589	2175	
KIQ010	KIQ_U_L	3	More	146	2321	
KIQ010	KIQ_U_L	7	Refused	0	2321	
KIQ010	KIQ_U_L	9	Don't know	3	2324	
KIQ010	KIQ_U_L	.	Missing	5485	7809	
KIQ042	KIQ_U_L	1	Yes	1737	1737	
KIQ042	KIQ_U_L	2	No	3461	5198	
KIQ042	KIQ_U_L	7	Refused	0	5198	
KIQ042	KIQ_U_L	9	Don't know	3	5201	
KIQ042	KIQ_U_L	.	Missing	2608	7809	
KIQ044	KIQ_U_L	1	Yes	1863	1863	
KIQ044	KIQ_U_L	2	No	3326	5189	
KIQ044	KIQ_U_L	7	Refused	1	5190	
KIQ044	KIQ_U_L	9	Don't know	3	5193	
KIQ044	KIQ_U_L	.	Missing	2616	7809	
KIQ052	KIQ_U_L	1	Not at all	1406	1406	
KIQ052	KIQ_U_L	2	Only a little	753	2159	
KIQ052	KIQ_U_L	3	Somewhat	252	2411	
KIQ052	KIQ_U_L	4	Very much	93	2504	
KIQ052	KIQ_U_L	5	Greatly	35	2539	
KIQ052	KIQ_U_L	7	Refused	2	2541	
KIQ052	KIQ_U_L	9	Don't know	2	2543	
KIQ052	KIQ_U_L	.	Missing	5266	7809	
KIQ481	KIQ_U_L	0	0	1071	1071	
KIQ481	KIQ_U_L	1	1	1985	3056	
KIQ481	KIQ_U_L	2	2	1152	4208	
KIQ481	KIQ_U_L	3	3	559	4767	
KIQ481	KIQ_U_L	4	4	161	4928	
KIQ481	KIQ_U_L	5	5 or more	253	5181	
KIQ481	KIQ_U_L	7	Refused	1	5182	
KIQ481	KIQ_U_L	9	Don't know	5	5187	
KIQ481	KIQ_U_L	.	Missing	2622	7809	
MCQ010	MCQ_L	1	Yes	1946	1946	
MCQ010	MCQ_L	2	No	9782	11728	AGQ030
MCQ010	MCQ_L	7	Refused	0	11728	AGQ030
MCQ010	MCQ_L	9	Don't know	15	11743	AGQ030
MCQ010	MCQ_L	.	Missing	1	11744	
MCQ035	MCQ_L	1	Yes	1219	1219	
MCQ035	MCQ_L	2	No	690	1909	AGQ030
MCQ035	MCQ_L	7	Refused	0	1909	AGQ030
MCQ035	MCQ_L	9	Don't know	37	1946	AGQ030
MCQ035	MCQ_L	.	Missing	9798	11744	
MCQ040	MCQ_L	1	Yes	591	591	
MCQ040	MCQ_L	2	No	624	1215	
MCQ040	MCQ_L	7	Refused	0	1215	
MCQ040	MCQ_L	9	Don't know	4	1219	
MCQ040	MCQ_L	.	Missing	10525	11744	
MCQ050	MCQ_L	1	Yes	161	161	
MCQ050	MCQ_L	2	No	1056	1217	
MCQ050	MCQ_L	7	Refused	0	1217	
MCQ050	MCQ_L	9	Don't know	2	1219	
MCQ050	MCQ_L	.	Missing	10525	11744	
AGQ030	MCQ_L	1	Yes	2067	2067	
AGQ030	MCQ_L	2	No	9665	11732	
AGQ030	MCQ_L	7	Refused	0	11732	
AGQ030	MCQ_L	9	Don't know	11	11743	
AGQ030	MCQ_L	.	Missing	1	11744	
MCQ053	MCQ_L	1	Yes	433	433	
MCQ053	MCQ_L	2	No	11300	11733	
MCQ053	MCQ_L	7	Refused	1	11734	
MCQ053	MCQ_L	9	Don't know	7	11741	
MCQ053	MCQ_L	.	Missing	3	11744	
MCQ149	MCQ_L	1	Yes	64	64	
MCQ149	MCQ_L	2	No	368	432	MCQ220
MCQ149	MCQ_L	7	Refused	0	432	MCQ220
MCQ149	MCQ_L	9	Don't know	2	434	MCQ220
MCQ149	MCQ_L	.	Missing	11310	11744	
MCQ160a	MCQ_L	1	Yes	2532	2532	
MCQ160a	MCQ_L	2	No	5258	7790	MCQ160B
MCQ160a	MCQ_L	7	Refused	0	7790	MCQ160B
MCQ160a	MCQ_L	9	Don't know	17	7807	MCQ160B
MCQ160a	MCQ_L	.	Missing	3937	11744	
MCQ195	MCQ_L	1	Osteoarthritis or degenerative arthritis	1297	1297	
MCQ195	MCQ_L	2	Rheumatoid arthritis	419	1716	
MCQ195	MCQ_L	3	Psoriatic arthritis	61	1777	
MCQ195	MCQ_L	4	Other	254	2031	
MCQ195	MCQ_L	7	Refused	5	2036	
MCQ195	MCQ_L	9	Don't know	496	2532	
MCQ195	MCQ_L	.	Missing	9212	11744	
MCQ160b	MCQ_L	1	Yes	343	343	
MCQ160b	MCQ_L	2	No	7448	7791	
MCQ160b	MCQ_L	7	Refused	0	7791	
MCQ160b	MCQ_L	9	Don't know	17	7808	
MCQ160b	MCQ_L	.	Missing	3936	11744	
MCQ160c	MCQ_L	1	Yes	402	402	
MCQ160c	MCQ_L	2	No	7371	7773	
MCQ160c	MCQ_L	7	Refused	0	7773	
MCQ160c	MCQ_L	9	Don't know	34	7807	
MCQ160c	MCQ_L	.	Missing	3937	11744	
MCQ160d	MCQ_L	1	Yes	181	181	
MCQ160d	MCQ_L	2	No	7602	7783	
MCQ160d	MCQ_L	7	Refused	0	7783	
MCQ160d	MCQ_L	9	Don't know	25	7808	
MCQ160d	MCQ_L	.	Missing	3936	11744	
MCQ160e	MCQ_L	1	Yes	332	332	
MCQ160e	MCQ_L	2	No	7462	7794	
MCQ160e	MCQ_L	7	Refused	0	7794	
MCQ160e	MCQ_L	9	Don't know	13	7807	
MCQ160e	MCQ_L	.	Missing	3937	11744	
MCQ160f	MCQ_L	1	Yes	367	367	
MCQ160f	MCQ_L	2	No	7418	7785	
MCQ160f	MCQ_L	7	Refused	0	7785	
MCQ160f	MCQ_L	9	Don't know	21	7806	
MCQ160f	MCQ_L	.	Missing	3938	11744	
MCQ160m	MCQ_L	1	Yes	1053	1053	
MCQ160m	MCQ_L	2	No	6734	7787	MCQ160P
MCQ160m	MCQ_L	7	Refused	1	7788	MCQ160P
MCQ160m	MCQ_L	9	Don't know	18	7806	MCQ160P
MCQ160m	MCQ_L	.	Missing	3938	11744	
MCQ170m	MCQ_L	1	Yes	830	830	
MCQ170m	MCQ_L	2	No	200	1030	
MCQ170m	MCQ_L	7	Refused	0	1030	
MCQ170m	MCQ_L	9	Don't know	23	1053	
MCQ170m	MCQ_L	.	Missing	10691	11744	
MCQ160p	MCQ_L	1	Yes	567	567	
MCQ160p	MCQ_L	2	No	7226	7793	
MCQ160p	MCQ_L	7	Refused	0	7793	
MCQ160p	MCQ_L	9	Don't know	14	7807	
MCQ160p	MCQ_L	.	Missing	3937	11744	
MCQ160l	MCQ_L	1	Yes	425	425	
MCQ160l	MCQ_L	2	No	7369	7794	
MCQ160l	MCQ_L	7	Refused	2	7796	
MCQ160l	MCQ_L	9	Don't know	11	7807	
MCQ160l	MCQ_L	.	Missing	3937	11744	
MCQ170l	MCQ_L	1	Yes	243	243	
MCQ170l	MCQ_L	2	No	127	370	
MCQ170l	MCQ_L	7	Refused	1	371	
MCQ170l	MCQ_L	9	Don't know	54	425	
MCQ170l	MCQ_L	.	Missing	11319	11744	
MCQ500	MCQ_L	1	Yes	15	15	
MCQ500	MCQ_L	2	No	1562	1577	MCQ515
MCQ500	MCQ_L	7	Refused	0	1577	MCQ515
MCQ500	MCQ_L	9	Don't know	1	1578	MCQ515
MCQ500	MCQ_L	.	Missing	10166	11744	
MCQ510a	MCQ_L	1	Fatty liver	227	227	
MCQ510a	MCQ_L	77	Refused	2	229	MCQ515
MCQ510a	MCQ_L	99	Don't know	31	260	MCQ515
MCQ510a	MCQ_L	.	Missing	11484	11744	
MCQ510b	MCQ_L	2	Liver fibrosis	4	4	
MCQ510b	MCQ_L	.	Missing	11740	11744	
MCQ510c	MCQ_L	3	Liver cirrhosis	47	47	
MCQ510c	MCQ_L	.	Missing	11697	11744	
MCQ510d	MCQ_L	4	Viral hepatitis	62	62	
MCQ510d	MCQ_L	.	Missing	11682	11744	
MCQ510e	MCQ_L	5	Autoimmune hepatitis	16	16	
MCQ510e	MCQ_L	.	Missing	11728	11744	
MCQ510f	MCQ_L	6	Other liver disease	79	79	
MCQ510f	MCQ_L	.	Missing	11665	11744	
MCQ550	MCQ_L	1	Yes	864	864	
MCQ550	MCQ_L	2	No	6924	7788	
MCQ550	MCQ_L	7	Refused	1	7789	
MCQ550	MCQ_L	9	Don't know	18	7807	
MCQ550	MCQ_L	.	Missing	3937	11744	
MCQ560	MCQ_L	1	Yes	926	926	
MCQ560	MCQ_L	2	No	6874	7800	
MCQ560	MCQ_L	7	Refused	0	7800	
MCQ560	MCQ_L	9	Don't know	7	7807	
MCQ560	MCQ_L	.	Missing	3937	11744	
MCQ220	MCQ_L	1	Yes	1169	1169	
MCQ220	MCQ_L	2	No	6631	7800	OSQ230
MCQ220	MCQ_L	7	Refused	2	7802	OSQ230
MCQ220	MCQ_L	9	Don't know	5	7807	OSQ230
MCQ220	MCQ_L	.	Missing	3937	11744	
MCQ230a	MCQ_L	10	Bladder	30	30	
MCQ230a	MCQ_L	11	Blood	7	37	
MCQ230a	MCQ_L	12	Bone	4	41	
MCQ230a	MCQ_L	13	Brain	6	47	
MCQ230a	MCQ_L	14	Breast	203	250	
MCQ230a	MCQ_L	15	Cervix (cervical)	49	299	
MCQ230a	MCQ_L	16	Colon	49	348	
MCQ230a	MCQ_L	17	Esophagus (esophageal)	5	353	
MCQ230a	MCQ_L	18	Gallbladder	0	353	
MCQ230a	MCQ_L	19	Kidney	27	380	
MCQ230a	MCQ_L	20	Larynx/ windpipe	3	383	
MCQ230a	MCQ_L	21	Leukemia	22	405	
MCQ230a	MCQ_L	22	Liver	7	412	
MCQ230a	MCQ_L	23	Lung	34	446	
MCQ230a	MCQ_L	24	Lymphoma/ Hodgkin's disease	24	470	
MCQ230a	MCQ_L	25	Melanoma	81	551	
MCQ230a	MCQ_L	26	Mouth/tongue/lip	10	561	
MCQ230a	MCQ_L	27	Nervous system	0	561	
MCQ230a	MCQ_L	28	Ovary (ovarian)	14	575	
MCQ230a	MCQ_L	29	Pancreas (pancreatic)	4	579	
MCQ230a	MCQ_L	30	Prostate	133	712	
MCQ230a	MCQ_L	31	Rectum (rectal)	5	717	
MCQ230a	MCQ_L	32	Skin (non-melanoma)	203	920	
MCQ230a	MCQ_L	33	Skin (don't know what kind)	71	991	
MCQ230a	MCQ_L	34	Soft tissue (muscle or fat)	3	994	
MCQ230a	MCQ_L	35	Stomach	6	1000	
MCQ230a	MCQ_L	36	Testis (testicular)	10	1010	
MCQ230a	MCQ_L	37	Thyroid	35	1045	
MCQ230a	MCQ_L	38	Uterus (uterine)	36	1081	
MCQ230a	MCQ_L	39	Other	76	1157	
MCQ230a	MCQ_L	66	More than 3 kinds	0	1157	
MCQ230a	MCQ_L	77	Refused	0	1157	
MCQ230a	MCQ_L	99	Don't know	12	1169	
MCQ230a	MCQ_L	.	Missing	10575	11744	
MCQ230b	MCQ_L	10	Bladder	3	3	
MCQ230b	MCQ_L	11	Blood	0	3	
MCQ230b	MCQ_L	12	Bone	1	4	
MCQ230b	MCQ_L	13	Brain	0	4	
MCQ230b	MCQ_L	14	Breast	12	16	
MCQ230b	MCQ_L	15	Cervix (cervical)	5	21	
MCQ230b	MCQ_L	16	Colon	9	30	
MCQ230b	MCQ_L	17	Esophagus (esophageal)	0	30	
MCQ230b	MCQ_L	18	Gallbladder	1	31	
MCQ230b	MCQ_L	19	Kidney	6	37	
MCQ230b	MCQ_L	20	Larynx/ windpipe	1	38	
MCQ230b	MCQ_L	21	Leukemia	1	39	
MCQ230b	MCQ_L	22	Liver	0	39	
MCQ230b	MCQ_L	23	Lung	6	45	
MCQ230b	MCQ_L	24	Lymphoma/ Hodgkins disease	3	48	
MCQ230b	MCQ_L	25	Melanoma	7	55	
MCQ230b	MCQ_L	26	Mouth/tongue/lip	0	55	
MCQ230b	MCQ_L	27	Nervous system	0	55	
MCQ230b	MCQ_L	28	Ovary (ovarian)	3	58	
MCQ230b	MCQ_L	29	Pancreas (pancreatic)	0	58	
MCQ230b	MCQ_L	30	Prostate	8	66	
MCQ230b	MCQ_L	31	Rectum (rectal)	3	69	
MCQ230b	MCQ_L	32	Skin (non-melanoma)	34	103	
MCQ230b	MCQ_L	33	Skin (don't know what kind)	16	119	
MCQ230b	MCQ_L	34	Soft tissue (muscle or fat)	0	119	
MCQ230b	MCQ_L	35	Stomach	3	122	
MCQ230b	MCQ_L	36	Testis (testicular)	1	123	
MCQ230b	MCQ_L	37	Thyroid	2	125	
MCQ230b	MCQ_L	38	Uterus (uterine)	5	130	
MCQ230b	MCQ_L	39	Other	29	159	
MCQ230b	MCQ_L	66	More than 3 kinds	0	159	
MCQ230b	MCQ_L	77	Refused	0	159	
MCQ230b	MCQ_L	99	Don't know	0	159	
MCQ230b	MCQ_L	.	Missing	11585	11744	
MCQ230c	MCQ_L	10	Bladder	0	0	
MCQ230c	MCQ_L	11	Blood	0	0	
MCQ230c	MCQ_L	12	Bone	0	0	
MCQ230c	MCQ_L	13	Brain	1	1	
MCQ230c	MCQ_L	14	Breast	0	1	
MCQ230c	MCQ_L	15	Cervix (cervical)	1	2	
MCQ230c	MCQ_L	16	Colon	1	3	
MCQ230c	MCQ_L	17	Esophagus (esophageal)	0	3	
MCQ230c	MCQ_L	18	Gallbladder	0	3	
MCQ230c	MCQ_L	19	Kidney	0	3	
MCQ230c	MCQ_L	20	Larynx/ windpipe	0	3	
MCQ230c	MCQ_L	21	Leukemia	1	4	
MCQ230c	MCQ_L	22	Liver	1	5	
MCQ230c	MCQ_L	23	Lung	2	7	
MCQ230c	MCQ_L	24	Lymphoma/ Hodgkins disease	1	8	
MCQ230c	MCQ_L	25	Melanoma	3	11	
MCQ230c	MCQ_L	26	Mouth/tongue/lip	0	11	
MCQ230c	MCQ_L	27	Nervous system	0	11	
MCQ230c	MCQ_L	28	Ovary (ovarian)	2	13	
MCQ230c	MCQ_L	29	Pancreas (pancreatic)	0	13	
MCQ230c	MCQ_L	30	Prostate	2	15	
MCQ230c	MCQ_L	31	Rectum (rectal)	0	15	
MCQ230c	MCQ_L	32	Skin (non-melanoma)	3	18	
MCQ230c	MCQ_L	33	Skin (don't know what kind)	3	21	
MCQ230c	MCQ_L	34	Soft tissue (muscle or fat)	0	21	
MCQ230c	MCQ_L	35	Stomach	1	22	
MCQ230c	MCQ_L	36	Testis (testicular)	0	22	
MCQ230c	MCQ_L	37	Thyroid	0	22	
MCQ230c	MCQ_L	38	Uterus (uterine)	0	22	
MCQ230c	MCQ_L	39	Other	4	26	
MCQ230c	MCQ_L	66	More than 3 kinds	0	26	
MCQ230c	MCQ_L	77	Refused	0	26	
MCQ230c	MCQ_L	99	Don't know	0	26	
MCQ230c	MCQ_L	.	Missing	11718	11744	
MCQ230d	MCQ_L	66	More than 3 kinds	2	2	
MCQ230d	MCQ_L	77	Refused	0	2	
MCQ230d	MCQ_L	99	Don't know	0	2	
MCQ230d	MCQ_L	.	Missing	11742	11744	
OSQ230	MCQ_L	1	Yes	1917	1917	
OSQ230	MCQ_L	2	No	3770	5687	
OSQ230	MCQ_L	7	Refused	0	5687	
OSQ230	MCQ_L	9	Don't know	36	5723	
OSQ230	MCQ_L	.	Missing	6021	11744	
DPQ010	DPQ_L	0	Not at all	3703	3703	
DPQ010	DPQ_L	1	Several days	1205	4908	
DPQ010	DPQ_L	2	More than half the days	334	5242	
DPQ010	DPQ_L	3	Nearly every day	256	5498	
DPQ010	DPQ_L	7	Refused	5	5503	
DPQ010	DPQ_L	9	Don't know	16	5519	
DPQ010	DPQ_L	.	Missing	818	6337	
DPQ020	DPQ_L	0	Not at all	3674	3674	
DPQ020	DPQ_L	1	Several days	1325	4999	
DPQ020	DPQ_L	2	More than half the days	295	5294	
DPQ020	DPQ_L	3	Nearly every day	214	5508	
DPQ020	DPQ_L	7	Refused	3	5511	
DPQ020	DPQ_L	9	Don't know	7	5518	
DPQ020	DPQ_L	.	Missing	819	6337	
DPQ030	DPQ_L	0	Not at all	2772	2772	
DPQ030	DPQ_L	1	Several days	1690	4462	
DPQ030	DPQ_L	2	More than half the days	511	4973	
DPQ030	DPQ_L	3	Nearly every day	536	5509	
DPQ030	DPQ_L	7	Refused	3	5512	
DPQ030	DPQ_L	9	Don't know	4	5516	
DPQ030	DPQ_L	.	Missing	821	6337	
DPQ040	DPQ_L	0	Not at all	2348	2348	
DPQ040	DPQ_L	1	Several days	2113	4461	
DPQ040	DPQ_L	2	More than half the days	571	5032	
DPQ040	DPQ_L	3	Nearly every day	474	5506	
DPQ040	DPQ_L	7	Refused	3	5509	
DPQ040	DPQ_L	9	Don't know	5	5514	
DPQ040	DPQ_L	.	Missing	823	6337	
DPQ050	DPQ_L	0	Not at all	3710	3710	
DPQ050	DPQ_L	1	Several days	1138	4848	
DPQ050	DPQ_L	2	More than half the days	371	5219	
DPQ050	DPQ_L	3	Nearly every day	291	5510	
DPQ050	DPQ_L	7	Refused	0	5510	
DPQ050	DPQ_L	9	Don't know	3	5513	
DPQ050	DPQ_L	.	Missing	824	6337	
DPQ060	DPQ_L	0	Not at all	3971	3971	
DPQ060	DPQ_L	1	Several days	1054	5025	
DPQ060	DPQ_L	2	More than half the days	268	5293	
DPQ060	DPQ_L	3	Nearly every day	212	5505	
DPQ060	DPQ_L	7	Refused	3	5508	
DPQ060	DPQ_L	9	Don't know	2	5510	
DPQ060	DPQ_L	.	Missing	827	6337	
DPQ070	DPQ_L	0	Not at all	4036	4036	
DPQ070	DPQ_L	1	Several days	989	5025	
DPQ070	DPQ_L	2	More than half the days	277	5302	
DPQ070	DPQ_L	3	Nearly every day	203	5505	
DPQ070	DPQ_L	7	Refused	2	5507	
DPQ070	DPQ_L	9	Don't know	1	5508	
DPQ070	DPQ_L	.	Missing	829	6337	
DPQ080	DPQ_L	0	Not at all	4748	4748	
DPQ080	DPQ_L	1	Several days	511	5259	
DPQ080	DPQ_L	2	More than half the days	129	5388	
DPQ080	DPQ_L	3	Nearly every day	108	5496	
DPQ080	DPQ_L	7	Refused	4	5500	
DPQ080	DPQ_L	9	Don't know	8	5508	
DPQ080	DPQ_L	.	Missing	829	6337	
DPQ090	DPQ_L	0	Not at all	5207	5207	
DPQ090	DPQ_L	1	Several days	209	5416	
DPQ090	DPQ_L	2	More than half the days	57	5473	
DPQ090	DPQ_L	3	Nearly every day	28	5501	
DPQ090	DPQ_L	7	Refused	0	5501	
DPQ090	DPQ_L	9	Don't know	5	5506	
DPQ090	DPQ_L	.	Missing	831	6337	
DPQ100	DPQ_L	0	Not at all difficult	2573	2573	
DPQ100	DPQ_L	1	Somewhat difficult	1306	3879	
DPQ100	DPQ_L	2	Very difficult	207	4086	
DPQ100	DPQ_L	3	Extremely difficult	74	4160	
DPQ100	DPQ_L	7	Refused	4	4164	
DPQ100	DPQ_L	9	Don't know	3	4167	
DPQ100	DPQ_L	.	Missing	2170	6337	
OCD150	OCQ_L	1	Working at a job or business,	4247	4247	OCQ180
OCD150	OCQ_L	2	With a job or business but not at work,	262	4509	OCQ210
OCD150	OCQ_L	3	Looking for work, or	361	4870	End of Section
OCD150	OCQ_L	4	Not working at a job or business?	3613	8483	OCQ383
OCD150	OCQ_L	7	Refused	0	8483	End of Section
OCD150	OCQ_L	9	Don't know	2	8485	End of Section
OCD150	OCQ_L	.	Missing	16	8501	
OCQ180	OCQ_L	6 to 78	Range of Values	4092	4092	
OCQ180	OCQ_L	5	1-5 Hours	71	4163	
OCQ180	OCQ_L	80	80 Hours or more	62	4225	
OCQ180	OCQ_L	77777	Refused	3	4228	
OCQ180	OCQ_L	99999	Don't know	19	4247	
OCQ180	OCQ_L	.	Missing	4254	8501	
OCQ210	OCQ_L	1	Yes	510	510	
OCQ210	OCQ_L	2	No	929	1439	
OCQ210	OCQ_L	7	Refused	1	1440	
OCQ210	OCQ_L	9	Don't know	1	1441	
OCQ210	OCQ_L	.	Missing	7060	8501	
OCQ215	OCQ_L	1 to 7	Range of Values	4502	4502	
OCQ215	OCQ_L	77	Refused	2	4504	
OCQ215	OCQ_L	99	Don't know	5	4509	
OCQ215	OCQ_L	.	Missing	3992	8501	
OCQ383	OCQ_L	1	Taking care of house or family	321	321	
OCQ383	OCQ_L	2	Going to school	293	614	
OCQ383	OCQ_L	3	Retired	1988	2602	
OCQ383	OCQ_L	4	Unable to work for health reasons/Disabled	705	3307	
OCQ383	OCQ_L	5	Can't find work/On layoff	74	3381	
OCQ383	OCQ_L	6	Seasonal/Contract work	34	3415	
OCQ383	OCQ_L	7	Other	196	3611	
OCQ383	OCQ_L	77	Refused	1	3612	
OCQ383	OCQ_L	99	Don't know	2	3614	
OCQ383	OCQ_L	.	Missing	4887	8501	
OHQ845	OHQ_L	1	Excellent,	2634	2634	
OHQ845	OHQ_L	2	Very good,	2950	5584	
OHQ845	OHQ_L	3	Good,	3539	9123	
OHQ845	OHQ_L	4	Fair, or	1656	10779	
OHQ845	OHQ_L	5	Poor?	944	11723	
OHQ845	OHQ_L	7	Refused	3	11726	
