"Variable"	"Table"	"CodeOrValue"	"ValueDescription"	"Count"	"Cumulative"	"SkipToItem"
"ACD110"	"ACQ_J"	"2"	"More Non-English than English"	107	546	
"ACD110"	"ACQ_J"	"3"	"Both equally"	124	670	
"ACD110"	"ACQ_J"	"4"	"More English than Non-English"	134	804	
"ACD110"	"ACQ_J"	"5"	"Only English"	327	1131	
"ACD110"	"ACQ_J"	"7"	"Refused"	0	1131	
"ACD110"	"ACQ_J"	"9"	"Don't know"	0	1131	
"ACD110"	"ACQ_J"	"."	"Missing"	7290	8421	
"AGQ010"	"AGQ_D"	"1"	"Yes"	646	646	""
"AGQ010"	"AGQ_D"	"2"	"No"	9157	9803	"AGQ040"
"AGQ010"	"AGQ_D"	"7"	"Refused"	0	9803	"AGQ040"
"AGQ010"	"AGQ_D"	"9"	"Don't know"	19	9822	"AGQ040"
"AGQ010"	"AGQ_D"	"."	"Missing"	0	9822	""
"AGD020"	"AGQ_D"	"1 to 81"	"Range of Values"	637	637	
"AGD020"	"AGQ_D"	"85"	"85 years or older"	0	637	
"AGD020"	"AGQ_D"	"777"	"Refused"	0	637	
"AGD020"	"AGQ_D"	"999"	"Don't know"	9	646	
"AGD020"	"AGQ_D"	"."	"Missing"	9176	9822	
"AGQ030"	"AGQ_D"	"1"	"Yes"	381	381	
"AGQ030"	"AGQ_D"	"2"	"No"	262	643	
"AGQ030"	"AGQ_D"	"7"	"Refused"	0	643	
"AGQ030"	"AGQ_D"	"9"	"Don't know"	3	646	
"AGQ030"	"AGQ_D"	"."	"Missing"	9176	9822	
"AGQ040"	"AGQ_D"	"1"	"Yes"	2614	2614	""
"AGQ040"	"AGQ_D"	"2"	"No"	7178	9792	"AGQ070"
"AGQ040"	"AGQ_D"	"7"	"Refused"	0	9792	"AGQ070"
"AGQ040"	"AGQ_D"	"9"	"Don't know"	30	9822	"AGQ070"
"AGQ040"	"AGQ_D"	"."	"Missing"	0	9822	""
"AGD050"	"AGQ_D"	"1 to 82"	"Range of Values"	2572	2572	
"AGD050"	"AGQ_D"	"85"	"85 years or older"	7	2579	
"AGD050"	"AGQ_D"	"777"	"Refused"	0	2579	
"AGD050"	"AGQ_D"	"999"	"Don't know"	34	2613	
"AGD050"	"AGQ_D"	"."	"Missing"	7209	9822	
"AGQ060"	"AGQ_D"	"1"	"Yes"	1704	1704	
"AGQ060"	"AGQ_D"	"2"	"No"	902	2606	
"AGQ060"	"AGQ_D"	"7"	"Refused"	0	2606	
"AGQ060"	"AGQ_D"	"9"	"Don't know"	8	2614	
"AGQ060"	"AGQ_D"	"."	"Missing"	7208	9822	
"AGQ070"	"AGQ_D"	"1"	"Yes"	80	80	""
"AGQ070"	"AGQ_D"	"2"	"No"	9742	9822	"AGQ090"
"AGQ070"	"AGQ_D"	"7"	"Refused"	0	9822	"AGQ090"
"AGQ070"	"AGQ_D"	"9"	"Don't know"	0	9822	"AGQ090"
"AGQ070"	"AGQ_D"	"."	"Missing"	0	9822	""
"AGQ080A"	"AGQ_D"	"1"	"Dog"	38	38	
"AGQ080A"	"AGQ_D"	"7"	"Refused"	0	38	
"AGQ080A"	"AGQ_D"	"9"	"Don't know"	0	38	
"AGQ080A"	"AGQ_D"	"."	"Missing"	9784	9822	
"AGQ080B"	"AGQ_D"	"2"	"Cat"	43	43	
"AGQ080B"	"AGQ_D"	"."	"Missing"	9779	9822	
"AGQ080C"	"AGQ_D"	"3"	"Small furry animal"	6	6	
"AGQ080C"	"AGQ_D"	"."	"Missing"	9816	9822	
"AGQ090"	"AGQ_D"	"1"	"Yes"	534	534	
"AGQ090"	"AGQ_D"	"2"	"No"	9287	9821	
"AGQ090"	"AGQ_D"	"7"	"Refused"	0	9821	
"AGQ090"	"AGQ_D"	"9"	"Don't know"	1	9822	
"AGQ090"	"AGQ_D"	"."	"Missing"	0	9822	
"AGQ100"	"AGQ_D"	"1"	"Yes"	2676	2676	""
"AGQ100"	"AGQ_D"	"2"	"No"	7142	9818	"AGQ120"
"AGQ100"	"AGQ_D"	"7"	"Refused"	0	9818	"AGQ120"
"AGQ100"	"AGQ_D"	"9"	"Don't know"	4	9822	"AGQ120"
"AGQ100"	"AGQ_D"	"."	"Missing"	0	9822	""
"AGQ110A"	"AGQ_D"	"1"	"Spring"	1864	1864	
"AGQ110A"	"AGQ_D"	"7"	"Refused"	0	1864	
"AGQ110A"	"AGQ_D"	"9"	"Don't know"	23	1887	
"AGQ110A"	"AGQ_D"	"."	"Missing"	7935	9822	
"AGQ110B"	"AGQ_D"	"2"	"Summer"	1221	1221	
"AGQ110B"	"AGQ_D"	"."	"Missing"	8601	9822	
"AGQ110C"	"AGQ_D"	"3"	"Fall"	1345	1345	
"AGQ110C"	"AGQ_D"	"."	"Missing"	8477	9822	
"AGQ110D"	"AGQ_D"	"4"	"Winter"	1139	1139	
"AGQ110D"	"AGQ_D"	"."	"Missing"	8683	9822	
"AGQ120"	"AGQ_D"	"1"	"Yes"	1100	1100	
"AGQ120"	"AGQ_D"	"2"	"No"	8700	9800	
"AGQ120"	"AGQ_D"	"7"	"Refused"	0	9800	
"AGQ120"	"AGQ_D"	"9"	"Don't know"	22	9822	
"AGQ120"	"AGQ_D"	"."	"Missing"	0	9822	
"AGQ130"	"AGQ_D"	"1"	"Yes"	877	877	""
"AGQ130"	"AGQ_D"	"2"	"No"	8940	9817	"AGQ180"
"AGQ130"	"AGQ_D"	"7"	"Refused"	0	9817	"AGQ180"
"AGQ130"	"AGQ_D"	"9"	"Don't know"	5	9822	"AGQ180"
"AGQ130"	"AGQ_D"	"."	"Missing"	0	9822	""
"AGQ140"	"AGQ_D"	"1"	"Yes"	710	710	""
"AGQ140"	"AGQ_D"	"2"	"No"	167	877	"AGQ160"
"AGQ140"	"AGQ_D"	"7"	"Refused"	0	877	"AGQ160"
"AGQ140"	"AGQ_D"	"9"	"Don't know"	0	877	"AGQ160"
"AGQ140"	"AGQ_D"	"."	"Missing"	8945	9822	""
"AGQ150"	"AGQ_D"	"1"	"Yes"	489	489	
"AGQ150"	"AGQ_D"	"2"	"No"	218	707	
"AGQ150"	"AGQ_D"	"7"	"Refused"	0	707	
"AGQ150"	"AGQ_D"	"9"	"Don't know"	3	710	
"AGQ150"	"AGQ_D"	"."	"Missing"	9112	9822	
"AGQ160"	"AGQ_D"	"1"	"Yes"	477	477	
"AGQ160"	"AGQ_D"	"2"	"No"	400	877	
"AGQ160"	"AGQ_D"	"7"	"Refused"	0	877	
"AGQ160"	"AGQ_D"	"9"	"Don't know"	0	877	
"AGQ160"	"AGQ_D"	"."	"Missing"	8945	9822	
"AGD170"	"AGQ_D"	"1 to 84"	"Range of Values"	858	858	
"AGD170"	"AGQ_D"	"85"	"85 years or older"	7	865	
"AGD170"	"AGQ_D"	"777"	"Refused"	0	865	
"AGD170"	"AGQ_D"	"999"	"Don't know"	12	877	
"AGD170"	"AGQ_D"	"."	"Missing"	8945	9822	
"AGQ180"	"AGQ_D"	"1"	"Yes"	899	899	
"AGQ180"	"AGQ_D"	"2"	"No"	8905	9804	
"AGQ180"	"AGQ_D"	"7"	"Refused"	0	9804	
"AGQ180"	"AGQ_D"	"9"	"Don't know"	18	9822	
"AGQ180"	"AGQ_D"	"."	"Missing"	0	9822	
"LBXIGE"	"AL_IGE_D"	"1.41 to 16148"	"Range of Values"	8336	8336	
"LBXIGE"	"AL_IGE_D"	"."	"Missing"	1104	9440	
"LBDIGELC"	"AL_IGE_D"	"0"	"At or above the detection limit"	8176	8176	
"LBDIGELC"	"AL_IGE_D"	"1"	"Below lower detection limit"	160	8336	
"LBDIGELC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	8336	
"LBDIGELC"	"AL_IGE_D"	"."	"Missing"	1104	9440	
"LBXID2"	"AL_IGE_D"	"0.25 to 1000"	"Range of Values"	8258	8258	
"LBXID2"	"AL_IGE_D"	"."	"Missing"	1182	9440	
"LBDID2LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	1642	1642	
"LBDID2LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	6615	8257	
"LBDID2LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	1	8258	
"LBDID2LC"	"AL_IGE_D"	"."	"Missing"	1182	9440	
"LBXID1"	"AL_IGE_D"	"0.25 to 1000"	"Range of Values"	8336	8336	
"LBXID1"	"AL_IGE_D"	"."	"Missing"	1104	9440	
"LBDID1LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	1673	1673	
"LBDID1LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	6661	8334	
"LBDID1LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	2	8336	
"LBDID1LC"	"AL_IGE_D"	"."	"Missing"	1104	9440	
"LBXIE1"	"AL_IGE_D"	"0.25 to 476"	"Range of Values"	8335	8335	
"LBXIE1"	"AL_IGE_D"	"."	"Missing"	1105	9440	
"LBDIE1LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	931	931	
"LBDIE1LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	7404	8335	
"LBDIE1LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	8335	
"LBDIE1LC"	"AL_IGE_D"	"."	"Missing"	1105	9440	
"LBXIE5"	"AL_IGE_D"	"0.25 to 558"	"Range of Values"	8327	8327	
"LBXIE5"	"AL_IGE_D"	"."	"Missing"	1113	9440	
"LBDIE5LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	1009	1009	
"LBDIE5LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	7318	8327	
"LBDIE5LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	8327	
"LBDIE5LC"	"AL_IGE_D"	"."	"Missing"	1113	9440	
"LBXII6"	"AL_IGE_D"	"0.25 to 204"	"Range of Values"	8319	8319	
"LBXII6"	"AL_IGE_D"	"."	"Missing"	1121	9440	
"LBDII6LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	1057	1057	
"LBDII6LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	7262	8319	
"LBDII6LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	8319	
"LBDII6LC"	"AL_IGE_D"	"."	"Missing"	1121	9440	
"LBXIM6"	"AL_IGE_D"	"0.25 to 179"	"Range of Values"	8288	8288	
"LBXIM6"	"AL_IGE_D"	"."	"Missing"	1152	9440	
"LBDIM6LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	779	779	
"LBDIM6LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	7509	8288	
"LBDIM6LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	8288	
"LBDIM6LC"	"AL_IGE_D"	"."	"Missing"	1152	9440	
"LBXF13"	"AL_IGE_D"	"0.25 to 1000"	"Range of Values"	8306	8306	
"LBXF13"	"AL_IGE_D"	"."	"Missing"	1134	9440	
"LBDF13LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	775	775	
"LBDF13LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	7530	8305	
"LBDF13LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	1	8306	
"LBDF13LC"	"AL_IGE_D"	"."	"Missing"	1134	9440	
"LBXIF1"	"AL_IGE_D"	"0.25 to 47.7"	"Range of Values"	8295	8295	
"LBXIF1"	"AL_IGE_D"	"."	"Missing"	1145	9440	
"LBDIF1LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	375	375	
"LBDIF1LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	7920	8295	
"LBDIF1LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	8295	
"LBDIF1LC"	"AL_IGE_D"	"."	"Missing"	1145	9440	
"LBXIF2"	"AL_IGE_D"	"0.25 to 45.6"	"Range of Values"	8207	8207	
"LBXIF2"	"AL_IGE_D"	"."	"Missing"	1233	9440	
"LBDIF2LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	651	651	
"LBDIF2LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	7556	8207	
"LBDIF2LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	8207	
"LBDIF2LC"	"AL_IGE_D"	"."	"Missing"	1233	9440	
"LBXIW1"	"AL_IGE_D"	"0.25 to 469"	"Range of Values"	7386	7386	
"LBXIW1"	"AL_IGE_D"	"."	"Missing"	2054	9440	
"LBDIW1LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	1281	1281	
"LBDIW1LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	6105	7386	
"LBDIW1LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	7386	
"LBDIW1LC"	"AL_IGE_D"	"."	"Missing"	2054	9440	
"LBXIG5"	"AL_IGE_D"	"0.25 to 1000"	"Range of Values"	7384	7384	
"LBXIG5"	"AL_IGE_D"	"."	"Missing"	2056	9440	
"LBDIG5LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	1678	1678	
"LBDIG5LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	5705	7383	
"LBDIG5LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	1	7384	
"LBDIG5LC"	"AL_IGE_D"	"."	"Missing"	2056	9440	
"LBXIG2"	"AL_IGE_D"	"0.25 to 1000"	"Range of Values"	7384	7384	
"LBXIG2"	"AL_IGE_D"	"."	"Missing"	2056	9440	
"LBDIG2LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	1304	1304	
"LBDIG2LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	6079	7383	
"LBDIG2LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	1	7384	
"LBDIG2LC"	"AL_IGE_D"	"."	"Missing"	2056	9440	
"LBXIT7"	"AL_IGE_D"	"0.25 to 445"	"Range of Values"	7382	7382	
"LBXIT7"	"AL_IGE_D"	"."	"Missing"	2058	9440	
"LBDIT7LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	969	969	
"LBDIT7LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	6413	7382	
"LBDIT7LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	7382	
"LBDIT7LC"	"AL_IGE_D"	"."	"Missing"	2058	9440	
"LBXIT3"	"AL_IGE_D"	"0.25 to 879"	"Range of Values"	7381	7381	
"LBXIT3"	"AL_IGE_D"	"."	"Missing"	2059	9440	
"LBDIT3LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	812	812	
"LBDIT3LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	6569	7381	
"LBDIT3LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	7381	
"LBDIT3LC"	"AL_IGE_D"	"."	"Missing"	2059	9440	
"LBXF24"	"AL_IGE_D"	"0.25 to 322"	"Range of Values"	7377	7377	
"LBXF24"	"AL_IGE_D"	"."	"Missing"	2063	9440	
"LBDF24LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	577	577	
"LBDF24LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	6800	7377	
"LBDF24LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	7377	
"LBDF24LC"	"AL_IGE_D"	"."	"Missing"	2063	9440	
"LBXIM3"	"AL_IGE_D"	"0.25 to 62.3"	"Range of Values"	7376	7376	
"LBXIM3"	"AL_IGE_D"	"."	"Missing"	2064	9440	
"LBDIM3LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	634	634	
"LBDIM3LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	6742	7376	
"LBDIM3LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	7376	
"LBDIM3LC"	"AL_IGE_D"	"."	"Missing"	2064	9440	
"LBXW11"	"AL_IGE_D"	"0.25 to 275"	"Range of Values"	7370	7370	
"LBXW11"	"AL_IGE_D"	"."	"Missing"	2070	9440	
"LBDW11LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	964	964	
"LBDW11LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	6406	7370	
"LBDW11LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	7370	
"LBDW11LC"	"AL_IGE_D"	"."	"Missing"	2070	9440	
"LBXE72"	"AL_IGE_D"	"0.25 to 196"	"Range of Values"	7356	7356	
"LBXE72"	"AL_IGE_D"	"."	"Missing"	2084	9440	
"LBDE72LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	119	119	
"LBDE72LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	7237	7356	
"LBDE72LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	7356	
"LBDE72LC"	"AL_IGE_D"	"."	"Missing"	2084	9440	
"LBXE74"	"AL_IGE_D"	"0.25 to 73.6"	"Range of Values"	7333	7333	
"LBXE74"	"AL_IGE_D"	"."	"Missing"	2107	9440	
"LBDE74LC"	"AL_IGE_D"	"0"	"At or above the detection limit"	110	110	
"LBDE74LC"	"AL_IGE_D"	"1"	"Below lower detection limit"	7223	7333	
"LBDE74LC"	"AL_IGE_D"	"2"	"Above upper detection limit"	0	7333	
"LBDE74LC"	"AL_IGE_D"	"."	"Missing"	2107	9440	
"URXUMA"	"ALB_CR_D"	"0.3 to 14170"	"Range of Values"	7832	7832	
"URXUMA"	"ALB_CR_D"	"0.21"	"At or below detection limit fill value"	11	7843	
"URXUMA"	"ALB_CR_D"	"."	"Missing"	243	8086	
"URXUMS"	"ALB_CR_D"	"0.3 to 14170"	"Range of Values"	7832	7832	
"URXUMS"	"ALB_CR_D"	"0.21"	"At or below detection limit fill value"	11	7843	
"URXUMS"	"ALB_CR_D"	"."	"Missing"	243	8086	
"URXUCR"	"ALB_CR_D"	"5 to 678"	"Range of Values"	7844	7844	
"URXUCR"	"ALB_CR_D"	"."	"Missing"	242	8086	
"URXCRS"	"ALB_CR_D"	"442 to 59935"	"Range of Values"	7844	7844	
"URXCRS"	"ALB_CR_D"	"."	"Missing"	242	8086	
"URXUMA"	"ALB_CR_E"	"0.21 to 24440"	"Range of Values"	7878	7878	
"URXUMA"	"ALB_CR_E"	"."	"Missing"	254	8132	
"URXUMS"	"ALB_CR_E"	"0.21 to 24440"	"Range of Values"	7878	7878	
"URXUMS"	"ALB_CR_E"	"."	"Missing"	254	8132	
"URXUCR"	"ALB_CR_E"	"3 to 724"	"Range of Values"	7878	7878	
"URXUCR"	"ALB_CR_E"	"."	"Missing"	254	8132	
"URXCRS"	"ALB_CR_E"	"265 to 64002"	"Range of Values"	7878	7878	
"URXCRS"	"ALB_CR_E"	"."	"Missing"	254	8132	
"URXUMA"	"ALB_CR_F"	"0.21 to 5440"	"Range of Values"	8398	8398	
"URXUMA"	"ALB_CR_F"	"."	"Missing"	193	8591	
"URXUMS"	"ALB_CR_F"	"0.21 to 5440"	"Range of Values"	8398	8398	
"URXUMS"	"ALB_CR_F"	"."	"Missing"	193	8591	
"URXUCR"	"ALB_CR_F"	"3 to 749"	"Range of Values"	8398	8398	
"URXUCR"	"ALB_CR_F"	"."	"Missing"	193	8591	
"URXCRS"	"ALB_CR_F"	"265.2 to 66211.6"	"Range of Values"	8398	8398	
"URXCRS"	"ALB_CR_F"	"."	"Missing"	193	8591	
"URDACT"	"ALB_CR_F"	"0.08 to 13787.88"	"Range of Values"	8398	8398	
"URDACT"	"ALB_CR_F"	"."	"Missing"	193	8591	
"URXUMA2"	"ALB_CR_F"	"0.21 to 3730"	"Range of Values"	7361	7361	
"URXUMA2"	"ALB_CR_F"	"."	"Missing"	1230	8591	
"URDUMA2S"	"ALB_CR_F"	"0.21 to 3730"	"Range of Values"	7361	7361	
"URDUMA2S"	"ALB_CR_F"	"."	"Missing"	1230	8591	
"URXUCR2"	"ALB_CR_F"	"4 to 685"	"Range of Values"	7361	7361	
"URXUCR2"	"ALB_CR_F"	"."	"Missing"	1230	8591	
"URDUCR2S"	"ALB_CR_F"	"353.6 to 60554"	"Range of Values"	7361	7361	
"URDUCR2S"	"ALB_CR_F"	"."	"Missing"	1230	8591	
"URDACT2"	"ALB_CR_F"	"0.33 to 8817.39"	"Range of Values"	7361	7361	
"URDACT2"	"ALB_CR_F"	"."	"Missing"	1230	8591	
"URXUMA"	"ALB_CR_H"	"0.21 to 9600"	"Range of Values"	8052	8052	
"URXUMA"	"ALB_CR_H"	"."	"Missing"	239	8291	
"URXUMS"	"ALB_CR_H"	"0.21 to 9600"	"Range of Values"	8052	8052	
"URXUMS"	"ALB_CR_H"	"."	"Missing"	239	8291	
"URXUCR"	"ALB_CR_H"	"5 to 659"	"Range of Values"	8052	8052	
"URXUCR"	"ALB_CR_H"	"."	"Missing"	239	8291	
"URXCRS"	"ALB_CR_H"	"442 to 58255.6"	"Range of Values"	8052	8052	
"URXCRS"	"ALB_CR_H"	"."	"Missing"	239	8291	
"URDACT"	"ALB_CR_H"	"0.21 to 9000"	"Range of Values"	8052	8052	
"URDACT"	"ALB_CR_H"	"."	"Missing"	239	8291	
"URXUMA"	"ALB_CR_I"	"0.21 to 9730"	"Range of Values"	8280	8280	
"URXUMA"	"ALB_CR_I"	"."	"Missing"	328	8608	
"URDUMALC"	"ALB_CR_I"	"0"	"At or above the detection limit"	8277	8277	
"URDUMALC"	"ALB_CR_I"	"1"	"Below lower detection limit"	3	8280	
"URDUMALC"	"ALB_CR_I"	"."	"Missing"	328	8608	
"URXUMS"	"ALB_CR_I"	"0.21 to 9730"	"Range of Values"	8280	8280	
"URXUMS"	"ALB_CR_I"	"."	"Missing"	328	8608	
"URXUCR"	"ALB_CR_I"	"3.54 to 705"	"Range of Values"	8280	8280	
"URXUCR"	"ALB_CR_I"	"."	"Missing"	328	8608	
"URDUCRLC"	"ALB_CR_I"	"0"	"At or above the detection limit"	8274	8274	
"URDUCRLC"	"ALB_CR_I"	"1"	"Below lower detection limit"	6	8280	
"URDUCRLC"	"ALB_CR_I"	"."	"Missing"	328	8608	
"URXCRS"	"ALB_CR_I"	"312.9 to 62322"	"Range of Values"	8280	8280	
"URXCRS"	"ALB_CR_I"	"."	"Missing"	328	8608	
"URDACT"	"ALB_CR_I"	"0.22 to 21152.17"	"Range of Values"	8280	8280	
"URDACT"	"ALB_CR_I"	"."	"Missing"	328	8608	
"URXUMA"	"ALB_CR_J"	"0.21 to 14040"	"Range of Values"	7632	7632	
"URXUMA"	"ALB_CR_J"	"."	"Missing"	304	7936	
"URXUMS"	"ALB_CR_J"	"0.21 to 14040"	"Range of Values"	7632	7632	
"URXUMS"	"ALB_CR_J"	"."	"Missing"	304	7936	
"URDUMALC"	"ALB_CR_J"	"0"	"At or above the detection limit"	7631	7631	
"URDUMALC"	"ALB_CR_J"	"1"	"Below lower detection limit"	1	7632	
"URDUMALC"	"ALB_CR_J"	"."	"Missing"	304	7936	
"URXUCR"	"ALB_CR_J"	"3.54 to 621"	"Range of Values"	7632	7632	
"URXUCR"	"ALB_CR_J"	"."	"Missing"	304	7936	
"URXCRS"	"ALB_CR_J"	"312.9 to 54896.4"	"Range of Values"	7632	7632	
"URXCRS"	"ALB_CR_J"	"."	"Missing"	304	7936	
"URDUCRLC"	"ALB_CR_J"	"0"	"At or above the detection limit"	7631	7631	
"URDUCRLC"	"ALB_CR_J"	"1"	"Below lower detection limit"	1	7632	
"URDUCRLC"	"ALB_CR_J"	"."	"Missing"	304	7936	
"URDACT"	"ALB_CR_J"	"0.27 to 11676.92"	"Range of Values"	7632	7632	
"URDACT"	"ALB_CR_J"	"."	"Missing"	304	7936	
"URXUMA2"	"ALCR_G_R"	"0.21 to 12100"	"Range of Values"	3547	3547	
"URXUMA2"	"ALCR_G_R"	"."	"Missing"	402	3949	
"URDMA2LC"	"ALCR_G_R"	"0"	"At or above the detection limit"	3543	3543	
"URDMA2LC"	"ALCR_G_R"	"1"	"Below lower detection limit"	4	3547	
"URDMA2LC"	"ALCR_G_R"	"."	"Missing"	402	3949	
"URDUMA2S"	"ALCR_G_R"	"0.21 to 12100"	"Range of Values"	3547	3547	
"URDUMA2S"	"ALCR_G_R"	"."	"Missing"	402	3949	
"URXUCR2"	"ALCR_G_R"	"4 to 520"	"Range of Values"	3546	3546	
"URXUCR2"	"ALCR_G_R"	"."	"Missing"	403	3949	
"URDCR2LC"	"ALCR_G_R"	"0"	"At or above the detection limit"	3546	3546	
"URDCR2LC"	"ALCR_G_R"	"1"	"Below lower detection limit"	0	3546	
"URDCR2LC"	"ALCR_G_R"	"."	"Missing"	403	3949	
"URDUCR2S"	"ALCR_G_R"	"353.6 to 45968"	"Range of Values"	3546	3546	
"URDUCR2S"	"ALCR_G_R"	"."	"Missing"	403	3949	
"URDACT2"	"ALCR_G_R"	"0.69 to 20166.67"	"Range of Values"	3546	3546	
"URDACT2"	"ALCR_G_R"	"."	"Missing"	403	3949	
"WTALD2YR"	"ALD_H"	"22540.35398 to 595728.72529"	"Range of Values"	1843	1843	
"WTALD2YR"	"ALD_H"	"0"	"No Lab Result"	481	2324	
"WTALD2YR"	"ALD_H"	"."	"Missing"	0	2324	
"LBXBZAL"	"ALD_H"	"0.326 to 28.2"	"Range of Values"	1468	1468	
"LBXBZAL"	"ALD_H"	"."	"Missing"	856	2324	
"LBDBZLC"	"ALD_H"	"0"	"At or above detection limit"	1391	1391	
"LBDBZLC"	"ALD_H"	"1"	"Below lower detection limit"	77	1468	
"LBDBZLC"	"ALD_H"	"2"	"Detectable result and exceeds the calibrated range of assay"	0	1468	
"LBDBZLC"	"ALD_H"	"."	"Missing"	856	2324	
"LBX4AL"	"ALD_H"	"0.221 to 3.49"	"Range of Values"	1740	1740	
"LBX4AL"	"ALD_H"	"."	"Missing"	584	2324	
"LBD4ALC"	"ALD_H"	"0"	"At or above detection limit"	1372	1372	
"LBD4ALC"	"ALD_H"	"1"	"Below lower detection limit"	368	1740	
"LBD4ALC"	"ALD_H"	"2"	"Detectable result and exceeds the calibrated range of assay"	0	1740	
"LBD4ALC"	"ALD_H"	"."	"Missing"	584	2324	
"LBXCRAL"	"ALD_H"	"0.104 to 2.44"	"Range of Values"	1733	1733	
"LBXCRAL"	"ALD_H"	"."	"Missing"	591	2324	
"LBDCRLC"	"ALD_H"	"0"	"At or above detection limit"	582	582	
"LBDCRLC"	"ALD_H"	"1"	"Below lower detection limit"	1151	1733	
"LBDCRLC"	"ALD_H"	"2"	"Detectable result and exceeds the calibrated range of assay"	0	1733	
"LBDCRLC"	"ALD_H"	"."	"Missing"	591	2324	
"LBX10AL"	"ALD_H"	"2.76 to 13.3"	"Range of Values"	1411	1411	
"LBX10AL"	"ALD_H"	"."	"Missing"	913	2324	
"LBD10ALC"	"ALD_H"	"0"	"At or above detection limit"	11	11	
"LBD10ALC"	"ALD_H"	"1"	"Below lower detection limit"	1400	1411	
"LBD10ALC"	"ALD_H"	"2"	"Detectable result and exceeds the calibrated range of assay"	0	1411	
"LBD10ALC"	"ALD_H"	"."	"Missing"	913	2324	
"LBX7AL"	"ALD_H"	"0.221 to 3.83"	"Range of Values"	1527	1527	
"LBX7AL"	"ALD_H"	"."	"Missing"	797	2324	
"LBD7ALC"	"ALD_H"	"0"	"At or above detection limit"	1407	1407	
"LBD7ALC"	"ALD_H"	"1"	"Below lower detection limit"	120	1527	
"LBD7ALC"	"ALD_H"	"2"	"Detectable result and exceeds the calibrated range of assay"	0	1527	
"LBD7ALC"	"ALD_H"	"."	"Missing"	797	2324	
"LBX6AL"	"ALD_H"	"0.49 to 62.1"	"Range of Values"	1571	1571	
"LBX6AL"	"ALD_H"	"."	"Missing"	753	2324	
"LBD6ALC"	"ALD_H"	"0"	"At or above detection limit"	1532	1532	
"LBD6ALC"	"ALD_H"	"1"	"Below lower detection limit"	39	1571	
"LBD6ALC"	"ALD_H"	"2"	"Detectable result and exceeds the calibrated range of assay"	0	1571	
"LBD6ALC"	"ALD_H"	"."	"Missing"	753	2324	
"LBXI5AL"	"ALD_H"	"0.084 to 4.57"	"Range of Values"	1798	1798	
