Variable	Table	SASLabel	EnglishText	EnglishInstructions	Target	UseConstraints	IsPhenotype	OntologyMapped
LBD156LC	PCBPOL_D	PCB 156 Comment Code	PCB 156 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC157	PCBPOL_D	PCB 157 (ng/g)	PCB 157 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC157LA	PCBPOL_D	PCB 157 Lipid Adj (ng/g)	PCB 157 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD157LC	PCBPOL_D	PCB 157 Comment Code	PCB 157 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC167	PCBPOL_D	PCB 167 (ng/g)	PCB 167 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC167LA	PCBPOL_D	PCB 167 Lipid Adj (ng/g)	PCB 167 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD167LC	PCBPOL_D	PCB 167 Comment Code	PCB 167 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC170	PCBPOL_D	PCB 170 (ng/g)	PCB 170 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC170LA	PCBPOL_D	PCB 170 Lipid Adj (ng/g)	PCB 170 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD170LC	PCBPOL_D	PCB 170 Comment Code	PCB 170 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC172	PCBPOL_D	PCB 172 (ng/g)	PCB 172 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC172LA	PCBPOL_D	PCB 172 Lipid Adj (ng/g)	PCB 172 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD172LC	PCBPOL_D	PCB 172 Comment Code	PCB 172 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC177	PCBPOL_D	PCB 177 (ng/g)	PCB 177 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC177LA	PCBPOL_D	PCB 177 Lipid Adj (ng/g)	PCB 177 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD177LC	PCBPOL_D	PCB 177 Comment Code	PCB 177 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC178	PCBPOL_D	PCB 178 (ng/g)	PCB 178 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC178LA	PCBPOL_D	PCB 178 Lipid Adj (ng/g)	PCB 178 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD178LC	PCBPOL_D	PCB 178 Comment Code	PCB 178 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC180	PCBPOL_D	PCB 180 (ng/g)	PCB 180 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC180LA	PCBPOL_D	PCB 180 Lipid Adj (ng/g)	PCB 180 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD180LC	PCBPOL_D	PCB 180 Comment Code	PCB 180 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC183	PCBPOL_D	PCB 183 (ng/g)	PCB 183 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC183LA	PCBPOL_D	PCB 183 Lipid Adj (ng/g)	PCB 183 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD183LC	PCBPOL_D	PCB 183 Comment Code	PCB 183 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC187	PCBPOL_D	PCB 187 (ng/g)	PCB 187 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC187LA	PCBPOL_D	PCB 187 Lipid Adj (ng/g)	PCB 187 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD187LC	PCBPOL_D	PCB 187 Comment Code	PCB 187 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC189	PCBPOL_D	PCB 189 (ng/g)	PCB 189 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC189LA	PCBPOL_D	PCB 189 Lipid Adj (ng/g)	PCB 189 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD189LC	PCBPOL_D	PCB 189 Comment Code	PCB 189 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC194	PCBPOL_D	PCB 194 (ng/g)	PCB 194 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC194LA	PCBPOL_D	PCB 194 Lipid Adj (ng/g)	PCB 194 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD194LC	PCBPOL_D	PCB 194 Comment Code	PCB 194 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC195	PCBPOL_D	PCB 195 (ng/g)	PCB 195 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC195LA	PCBPOL_D	PCB 195 Lipid Adj (ng/g)	PCB 195 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD195LC	PCBPOL_D	PCB 195 Comment Code	PCB 195 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC196	PCBPOL_D	PCB 196 (ng/g)	PCB 196 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC196LA	PCBPOL_D	PCB 196 Lipid Adj (ng/g)	PCB 196 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD196LC	PCBPOL_D	PCB 196 Comment Code	PCB 196 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC199	PCBPOL_D	PCB 199 (ng/g)	PCB 199 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC199LA	PCBPOL_D	PCB 199 Lipid Adj (ng/g)	PCB 199 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD199LC	PCBPOL_D	PCB 199 Comment Code	PCB 199 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC206	PCBPOL_D	PCB 206 (ng/g)	PCB 206 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC206LA	PCBPOL_D	PCB 206 Lipid Adj (ng/g)	PCB 206 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD206LC	PCBPOL_D	PCB 206 Comment Code	PCB 206 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC209	PCBPOL_D	PCB 209 (ng/g)	PCB 209 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC209LA	PCBPOL_D	PCB 209 Lipid Adj (ng/g)	PCB 209 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD209LC	PCBPOL_D	PCB 209 Comment Code	PCB 209 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
SAMPLEID	PCBPOL_E	Pool identification number	Pool identification number		Both males and females 12 YEARS - 150 YEARS		FALSE	False
RIAGENDR	PCBPOL_E	Gender	Gender		Both males and females 12 YEARS - 150 YEARS		TRUE	True
ETHNICTY	PCBPOL_E	Ethnicity - Recode	Ethnicity - Recode		Both males and females 12 YEARS - 150 YEARS		TRUE	True
RIDAGGRP	PCBPOL_E	Age group	Age group		Both males and females 12 YEARS - 150 YEARS		TRUE	True
RIANSMP	PCBPOL_E	Number of samples in a pool	Number of samples in a pool		Both males and females 12 YEARS - 150 YEARS		TRUE	False
WTSMSMPA	PCBPOL_E	Adjust sum sampling weights in same pool	Adjusted sum sampling weights in same pool		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC028	PCBPOL_E	PCB 28 (ng/g)	PCB 28 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC028LA	PCBPOL_E	PCB 28 Lipid Adj (ng/g)	PCB 28 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD028LC	PCBPOL_E	PCB 28 Comment Code	PCB 28 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC044	PCBPOL_E	PCB 44 (ng/g)	PCB 44 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC044LA	PCBPOL_E	PCB 44 Lipid Adj (ng/g)	PCB 44 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD044LC	PCBPOL_E	PCB 44 Comment Code	PCB 44 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC049	PCBPOL_E	PCB 49 (ng/g)	PCB 49 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC049LA	PCBPOL_E	PCB 49 Lipid Adj (ng/g)	PCB 49 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD049LC	PCBPOL_E	PCB 49 comment code	PCB 49 comment code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC052	PCBPOL_E	PCB 52 (ng/g)	PCB 52 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC052LA	PCBPOL_E	PCB 52 Lipid Adj (ng/g)	PCB 52 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD052LC	PCBPOL_E	PCB 52 comment code	PCB 52 comment code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC066	PCBPOL_E	PCB 66 (ng/g)	PCB 66 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC066LA	PCBPOL_E	PCB 66 Lipid Adj (ng/g)	PCB 66 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD066LC	PCBPOL_E	PCB 66 Comment Code	PCB 66 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC074	PCBPOL_E	PCB 74 (ng/g)	PCB 74 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC074LA	PCBPOL_E	PCB 74 Lipid Adj (ng/g)	PCB 74 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD074LC	PCBPOL_E	PCB 74 Comment Code	PCB 74 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC087	PCBPOL_E	PCB 87 (ng/g)	PCB 87 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC087LA	PCBPOL_E	PCB 87 Lipid Adj (ng/g)	PCB 87 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD087LC	PCBPOL_E	PCB 87 Comment Code	PCB 87 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC099	PCBPOL_E	PCB 99 (ng/g)	PCB 99 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC099LA	PCBPOL_E	PCB 99 Lipid Adj (ng/g)	PCB 99 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD099LC	PCBPOL_E	PCB 99 Comment Code	PCB 99 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC101	PCBPOL_E	PCB 101 (ng/g)	PCB 101 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC101LA	PCBPOL_E	PCB 101 Lipid Adj (ng/g)	PCB 101 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD101LC	PCBPOL_E	PCB 101 Comment Code	PCB 101 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC105	PCBPOL_E	PCB 105 (ng/g)	PCB 105 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC105LA	PCBPOL_E	PCB 105 Lipid Adj (ng/g)	PCB 105 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD105LC	PCBPOL_E	PCB 105 Comment Code	PCB 105 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC110	PCBPOL_E	PCB 110 (ng/g)	PCB 110 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC110LA	PCBPOL_E	PCB 110 Lipid Adj (ng/g)	PCB 110 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD110LC	PCBPOL_E	PCB 110 Comment Code	PCB 110 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC114	PCBPOL_E	PCB 114 (ng/g)	PCB 114 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC114LA	PCBPOL_E	PCB 114 Lipid Adj (ng/g)	PCB 114 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD114LC	PCBPOL_E	PCB 114 Comment Code	PCB 114 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC118	PCBPOL_E	PCB 118 (ng/g)	PCB 118 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC118LA	PCBPOL_E	PCB 118 Lipid Adj (ng/g)	PCB 118 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD118LC	PCBPOL_E	PCB 118 Comment Code	PCB 118 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC123	PCBPOL_E	PCB 123 (ng/g)	PCB 123 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC123LA	PCBPOL_E	PCB 123 Lipid Adj (ng/g)	PCB 123 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD123LC	PCBPOL_E	PCB 123 Comment Code	PCB 123 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC128	PCBPOL_E	PCB 128 (ng/g)	PCB 128 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC128LA	PCBPOL_E	PCB 128 Lipid Adj (ng/g)	PCB 128 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD128LC	PCBPOL_E	PCB 128 Comment Code	PCB 128 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC138	PCBPOL_E	PCB 138 (ng/g)	PCB 138 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC138LA	PCBPOL_E	PCB 138 Lipid Adj (ng/g)	PCB 138 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD138LC	PCBPOL_E	PCB 138 Comment Code	PCB 138 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC146	PCBPOL_E	PCB 146 (ng/g)	PCB 146 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC146LA	PCBPOL_E	PCB 146 Lipid Adj (ng/g)	PCB 146 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD146LC	PCBPOL_E	PCB 146 Comment Code	PCB 146 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC149	PCBPOL_E	PCB 149 (ng/g)	PCB 149 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC149LA	PCBPOL_E	PCB 149 Lipid Adj (ng/g)	PCB 149 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD149LC	PCBPOL_E	PCB 149 Comment Code	PCB 149 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC151	PCBPOL_E	PCB 151 (ng/g)	PCB 151 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC151LA	PCBPOL_E	PCB 151 Lipid Adj (ng/g)	PCB 151 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD151LC	PCBPOL_E	PCB 151 Comment Code	PCB 151 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC153	PCBPOL_E	PCB 153 (ng/g)	PCB 153 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC153LA	PCBPOL_E	PCB 153 Lipid Adj (ng/g)	PCB 153 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD153LC	PCBPOL_E	PCB 153 Comment Code	PCB 153 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC156	PCBPOL_E	PCB 156 (ng/g)	PCB 156 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC156LA	PCBPOL_E	PCB 156 Lipid Adj (ng/g)	PCB 156 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD156LC	PCBPOL_E	PCB 156 Comment Code	PCB 156 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC157	PCBPOL_E	PCB 157 (ng/g)	PCB 157 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC157LA	PCBPOL_E	PCB 157 Lipid Adj (ng/g)	PCB 157 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD157LC	PCBPOL_E	PCB 157 Comment Code	PCB 157 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC167	PCBPOL_E	PCB 167 (ng/g)	PCB 167 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC167LA	PCBPOL_E	PCB 167 Lipid Adj (ng/g)	PCB 167 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD167LC	PCBPOL_E	PCB 167 Comment Code	PCB 167 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC170	PCBPOL_E	PCB 170 (ng/g)	PCB 170 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC170LA	PCBPOL_E	PCB 170 Lipid Adj (ng/g)	PCB 170 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD170LC	PCBPOL_E	PCB 170 Comment Code	PCB 170 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC172	PCBPOL_E	PCB 172 (ng/g)	PCB 172 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC172LA	PCBPOL_E	PCB 172 Lipid Adj (ng/g)	PCB 172 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD172LC	PCBPOL_E	PCB 172 Comment Code	PCB 172 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC177	PCBPOL_E	PCB 177 (ng/g)	PCB 177 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC177LA	PCBPOL_E	PCB 177 Lipid Adj (ng/g)	PCB 177 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD177LC	PCBPOL_E	PCB 177 Comment Code	PCB 177 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC178	PCBPOL_E	PCB 178 (ng/g)	PCB 178 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC178LA	PCBPOL_E	PCB 178 Lipid Adj (ng/g)	PCB 178 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD178LC	PCBPOL_E	PCB 178 Comment Code	PCB 178 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC180	PCBPOL_E	PCB 180 (ng/g)	PCB 180 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC180LA	PCBPOL_E	PCB 180 Lipid Adj (ng/g)	PCB 180 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD180LC	PCBPOL_E	PCB 180 Comment Code	PCB 180 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC183	PCBPOL_E	PCB 183 (ng/g)	PCB 183 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC183LA	PCBPOL_E	PCB 183 Lipid Adj (ng/g)	PCB 183 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD183LC	PCBPOL_E	PCB 183 Comment Code	PCB 183 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC187	PCBPOL_E	PCB 187 (ng/g)	PCB 187 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC187LA	PCBPOL_E	PCB 187 Lipid Adj (ng/g)	PCB 187 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD187LC	PCBPOL_E	PCB 187 Comment Code	PCB 187 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC189	PCBPOL_E	PCB 189 (ng/g)	PCB 189 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC189LA	PCBPOL_E	PCB 189 Lipid Adj (ng/g)	PCB 189 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD189LC	PCBPOL_E	PCB 189 Comment Code	PCB 189 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC194	PCBPOL_E	PCB 194 (ng/g)	PCB 194 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC194LA	PCBPOL_E	PCB 194 Lipid Adj (ng/g)	PCB 194 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD194LC	PCBPOL_E	PCB 194 Comment Code	PCB 194 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC195	PCBPOL_E	PCB 195 (ng/g)	PCB 195 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC195LA	PCBPOL_E	PCB 195 Lipid Adj (ng/g)	PCB 195 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD195LC	PCBPOL_E	PCB 195 Comment Code	PCB 195 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC196	PCBPOL_E	PCB 196 (ng/g)	PCB 196 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC196LA	PCBPOL_E	PCB 196 Lipid Adj (ng/g)	PCB 196 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD196LC	PCBPOL_E	PCB 196 Comment Code	PCB 196 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC199	PCBPOL_E	PCB 199 (ng/g)	PCB 199 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC199LA	PCBPOL_E	PCB 199 Lipid Adj (ng/g)	PCB 199 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD199LC	PCBPOL_E	PCB 199 Comment Code	PCB 199 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC206	PCBPOL_E	PCB 206 (ng/g)	PCB 206 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC206LA	PCBPOL_E	PCB 206 Lipid Adj (ng/g)	PCB 206 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD206LC	PCBPOL_E	PCB 206 Comment Code	PCB 206 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC209	PCBPOL_E	PCB 209 (ng/g)	PCB 209 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC209LA	PCBPOL_E	PCB 209 Lipid Adj (ng/g)	PCB 209 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD209LC	PCBPOL_E	PCB 209 Comment Code	PCB 209 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
SAMPLEID	PCBPOL_F	Pool identification number	Pool identification number		Both males and females 12 YEARS - 150 YEARS		FALSE	False
RIDRETH1	PCBPOL_F	RaceHispanic origin	Recode of reported race and Hispanic origin information		Both males and females 12 YEARS - 150 YEARS		TRUE	False
RIDAGGRP	PCBPOL_F	Age group	Age group		Both males and females 12 YEARS - 150 YEARS		TRUE	True
RIAGENDR	PCBPOL_F	Gender	Gender		Both males and females 12 YEARS - 150 YEARS		TRUE	True
RIANSMP	PCBPOL_F	Number of samples in a pool	Number of samples in a pool		Both males and females 12 YEARS - 150 YEARS		TRUE	False
WTSMSMPA	PCBPOL_F	Sum of adjusted subsample weights	Sum of adjusted subsample weights in same pool		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC028	PCBPOL_F	PCB 28 (pg/g)	244’-Trichlorobiphenyl (pg/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC028LA	PCBPOL_F	PCB 28 Lipid Adj (ng/g)	244’-Trichlorobiphenyl Lipid Adjusted		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD028LC	PCBPOL_F	PCB 28 Comment Code	244’-Trichlorobiphenyl Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
